CIIU ID CI1,CIIU ID CI2,CIIU ID CI3,CIIU ID CI4,CIIU label CI4,CIIU label CI1,CIIU label CI2,CIIU label CI3
C,25.0,259.0,2599.0,Fabricación de otros productos elaborados de metal n.c.p.,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales
C,26.0,261.0,2610.0,Fabricación de componentes y tableros electrónicos,Industrias manufactureras,"Fabricación de productos informáticos, electrónicos y ópticos",Fabricación de componentes y tableros electrónicos
C,26.0,262.0,2620.0,Fabricación de computadoras y de equipo periférico,Industrias manufactureras,"Fabricación de productos informáticos, electrónicos y ópticos",Fabricación de computadoras y de equipo periférico
C,26.0,263.0,2630.0,Fabricación de equipos de comunicación,Industrias manufactureras,"Fabricación de productos informáticos, electrónicos y ópticos",Fabricación de equipos de comunicación
C,26.0,264.0,2640.0,Fabricación de aparatos electrónicos de consumo,Industrias manufactureras,"Fabricación de productos informáticos, electrónicos y ópticos",Fabricación de aparatos electrónicos de consumo
C,26.0,265.0,2651.0,"Fabricación de equipo de medición, prueba, navegación y control",Industrias manufactureras,"Fabricación de productos informáticos, electrónicos y ópticos","Fabricación de equipo de medición, prueba, navegación y control; fabricación de relojes"
C,26.0,265.0,2652.0,Fabricación de relojes,Industrias manufactureras,"Fabricación de productos informáticos, electrónicos y ópticos","Fabricación de equipo de medición, prueba, navegación y control; fabricación de relojes"
C,26.0,266.0,2660.0,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,Industrias manufactureras,"Fabricación de productos informáticos, electrónicos y ópticos",Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico
C,26.0,267.0,2670.0,Fabricación de instrumentos ópticos y equipo fotográfico,Industrias manufactureras,"Fabricación de productos informáticos, electrónicos y ópticos",Fabricación de instrumentos ópticos y equipo fotográfico
C,26.0,268.0,2680.0,Fabricación de medios magnéticos y ópticos para almacenamiento de datos,Industrias manufactureras,"Fabricación de productos informáticos, electrónicos y ópticos",Fabricación de medios magnéticos y ópticos para almacenamiento de datos
C,27.0,271.0,2711.0,"Fabricación de motores, generadores y transformadores eléctricos",Industrias manufactureras,Fabricación de aparatos y equipo eléctrico,"Fabricación de motores, generadores y transformadores eléctricos y de aparatos de distribución y control de la energía eléctrica"
C,27.0,271.0,2712.0,Fabricación de aparatos de distribución y control de la energía eléctrica,Industrias manufactureras,Fabricación de aparatos y equipo eléctrico,"Fabricación de motores, generadores y transformadores eléctricos y de aparatos de distribución y control de la energía eléctrica"
C,27.0,272.0,2720.0,"Fabricación de pilas, baterías y acumuladores eléctricos",Industrias manufactureras,Fabricación de aparatos y equipo eléctrico,"Fabricación de pilas, baterías y acumuladores eléctricos"
C,27.0,273.0,2731.0,Fabricación de hilos y cables eléctricos y de fibra óptica,Industrias manufactureras,Fabricación de aparatos y equipo eléctrico,Fabricación de hilos y cables aislados y sus dispositivos
C,27.0,273.0,2732.0,Fabricación de dispositivos de cableado,Industrias manufactureras,Fabricación de aparatos y equipo eléctrico,Fabricación de hilos y cables aislados y sus dispositivos
C,27.0,274.0,2740.0,Fabricación de equipos eléctricos de iluminación,Industrias manufactureras,Fabricación de aparatos y equipo eléctrico,Fabricación de equipos eléctricos de iluminación
C,27.0,275.0,2750.0,Fabricación de aparatos de uso doméstico,Industrias manufactureras,Fabricación de aparatos y equipo eléctrico,Fabricación de aparatos de uso doméstico
C,27.0,279.0,2790.0,Fabricación de otros tipos de equipo eléctrico n.c.p.,Industrias manufactureras,Fabricación de aparatos y equipo eléctrico,Fabricación de otros tipos de equipo eléctrico n.c.p.
C,28.0,281.0,2811.0,"Fabricación de motores, turbinas, y partes para motores de combustión interna",Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general
C,28.0,281.0,2812.0,Fabricación de equipos de potencia hidráulica y neumática,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general
C,28.0,281.0,2813.0,"Fabricación de otras bombas, compresores, grifos y válvulas",Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general
C,28.0,281.0,2814.0,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general
C,28.0,281.0,2815.0,"Fabricación de hornos, hogares y quemadores industriales",Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general
C,28.0,281.0,2816.0,Fabricación de equipo de elevación y manipulación,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general
C,28.0,281.0,2817.0,Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipo periférico),Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general
C,28.0,281.0,2818.0,Fabricación de herramientas manuales con motor,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general
C,28.0,281.0,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso general
C,28.0,282.0,2821.0,Fabricación de maquinaria agropecuaria y forestal,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial
C,28.0,282.0,2822.0,Fabricación de máquinas formadoras de metal y de máquinas herramienta,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial
C,28.0,282.0,2823.0,Fabricación de maquinaria para la metalurgia,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial
C,28.0,282.0,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial
C,28.0,282.0,2825.0,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial
C,28.0,282.0,2826.0,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial
C,28.0,282.0,2829.0,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,Fabricación de maquinaria y equipo de uso especial
C,29.0,291.0,2910.0,Fabricación de vehículos automotores y sus motores,Industrias manufactureras,"Fabricación de vehículos automotores, remolques y semirremolques",Fabricación de vehículos automotores y sus motores
C,29.0,292.0,2920.0,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques ,Industrias manufactureras,"Fabricación de vehículos automotores, remolques y semirremolques",Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques 
C,29.0,293.0,2930.0,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",Industrias manufactureras,"Fabricación de vehículos automotores, remolques y semirremolques","Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
C,30.0,301.0,3011.0,Construcción de barcos y de estructuras flotantes,Industrias manufactureras,Fabricación de otros tipos de equipo de transporte,Construcción de barcos y otras embarcaciones
C,30.0,301.0,3012.0,Construcción de embarcaciones de recreo y deporte,Industrias manufactureras,Fabricación de otros tipos de equipo de transporte,Construcción de barcos y otras embarcaciones
C,30.0,302.0,3020.0,Fabricación de locomotoras y de material rodante para ferrocarriles,Industrias manufactureras,Fabricación de otros tipos de equipo de transporte,Fabricación de locomotoras y de material rodante para ferrocarriles
C,30.0,303.0,3030.0,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",Industrias manufactureras,Fabricación de otros tipos de equipo de transporte,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa"
C,30.0,304.0,3040.0,Fabricación de vehículos militares de combate,Industrias manufactureras,Fabricación de otros tipos de equipo de transporte,Fabricación de vehículos militares de combate
C,30.0,309.0,3091.0,Fabricación de motocicletas,Industrias manufactureras,Fabricación de otros tipos de equipo de transporte,Fabricación de otros tipos de equipo de transporte n.c.p.
C,30.0,309.0,3092.0,Fabricación de bicicletas y de sillas de ruedas para personas con discapacidad,Industrias manufactureras,Fabricación de otros tipos de equipo de transporte,Fabricación de otros tipos de equipo de transporte n.c.p.
C,30.0,309.0,3099.0,Fabricación de otros tipos de equipo de transporte n.c.p.,Industrias manufactureras,Fabricación de otros tipos de equipo de transporte,Fabricación de otros tipos de equipo de transporte n.c.p.
C,31.0,311.0,3110.0,Fabricación de muebles ,Industrias manufactureras,"Fabricación de muebles, colchones y somieres",Fabricación de muebles 
C,31.0,312.0,3120.0,Fabricación de colchones y somieres,Industrias manufactureras,"Fabricación de muebles, colchones y somieres",Fabricación de colchones y somieres
C,32.0,321.0,3210.0,"Fabricación de joyas, bisutería y artículos conexos",Industrias manufactureras,Otras industrias manufactureras,"Fabricación de joyas, bisutería y artículos conexos"
C,32.0,322.0,3220.0,Fabricación de instrumentos musicales,Industrias manufactureras,Otras industrias manufactureras,Fabricación de instrumentos musicales
C,32.0,323.0,3230.0,Fabricación de artículos y equipo para la práctica del deporte,Industrias manufactureras,Otras industrias manufactureras,Fabricación de artículos y equipo para la práctica del deporte
C,32.0,324.0,3240.0,"Fabricación de juegos, juguetes y rompecabezas",Industrias manufactureras,Otras industrias manufactureras,"Fabricación de juegos, juguetes y rompecabezas"
C,32.0,325.0,3250.0,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",Industrias manufactureras,Otras industrias manufactureras,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)"
C,32.0,329.0,3290.0,Otras industrias manufactureras n.c.p.,Industrias manufactureras,Otras industrias manufactureras,Otras industrias manufactureras n.c.p.
C,33.0,331.0,3311.0,Mantenimiento y reparación especializado de productos elaborados en metal,Industrias manufactureras,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo
C,33.0,331.0,3312.0,Mantenimiento y reparación especializado de maquinaria y equipo,Industrias manufactureras,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo
C,33.0,331.0,3313.0,Mantenimiento y reparación especializado de equipo electrónico y óptico,Industrias manufactureras,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo
C,33.0,331.0,3314.0,Mantenimiento y reparación especializado de equipo eléctrico,Industrias manufactureras,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo
C,33.0,331.0,3315.0,"Mantenimiento y reparación especializado de equipo de transporte, excepto los vehículos automotores, motocicletas y bicicletas",Industrias manufactureras,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo
C,33.0,331.0,3319.0,Mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.,Industrias manufactureras,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo
C,33.0,332.0,3320.0,Instalación especializada de maquinaria y equipo industrial ,Industrias manufactureras,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Instalación especializada de maquinaria y equipo industrial 
D,35.0,351.0,3511.0,Generación de energía eléctrica,"Suministro de electricidad, gas, vapor y aire acondicionado","Suministro de electricidad, gas, vapor y aire acondicionado ","Generación, transmisión, distribución y comercialización de energía eléctrica"
D,35.0,351.0,3512.0,Transmisión de energía eléctrica,"Suministro de electricidad, gas, vapor y aire acondicionado","Suministro de electricidad, gas, vapor y aire acondicionado ","Generación, transmisión, distribución y comercialización de energía eléctrica"
D,35.0,351.0,3513.0,Distribución de energía eléctrica,"Suministro de electricidad, gas, vapor y aire acondicionado","Suministro de electricidad, gas, vapor y aire acondicionado ","Generación, transmisión, distribución y comercialización de energía eléctrica"
D,35.0,351.0,3514.0,Comercialización de energía eléctrica,"Suministro de electricidad, gas, vapor y aire acondicionado","Suministro de electricidad, gas, vapor y aire acondicionado ","Generación, transmisión, distribución y comercialización de energía eléctrica"
D,35.0,352.0,3520.0,Producción de gas; distribución de combustibles gaseosos por tuberías,"Suministro de electricidad, gas, vapor y aire acondicionado","Suministro de electricidad, gas, vapor y aire acondicionado ",Producción de gas; distribución de combustibles gaseosos por tuberías
D,35.0,353.0,3530.0,Suministro de vapor y aire acondicionado,"Suministro de electricidad, gas, vapor y aire acondicionado","Suministro de electricidad, gas, vapor y aire acondicionado ",Suministro de vapor y aire acondicionado
E,36.0,360.0,3600.0,"Captación, tratamiento y distribución de agua","DistribuciÓn de agua; evacuaciÓn y tratamiento de aguas residuales, gestiÓn de desechos y actividades de saneamiento ambiental","Captación, tratamiento y distribución de agua","Captación, tratamiento y distribución de agua"
E,37.0,370.0,3700.0,Evacuación y tratamiento de aguas residuales,"DistribuciÓn de agua; evacuaciÓn y tratamiento de aguas residuales, gestiÓn de desechos y actividades de saneamiento ambiental",Evacuación y tratamiento de aguas residuales,Evacuación y tratamiento de aguas residuales
E,38.0,381.0,3811.0,Recolección de desechos no peligrosos,"DistribuciÓn de agua; evacuaciÓn y tratamiento de aguas residuales, gestiÓn de desechos y actividades de saneamiento ambiental","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Recolección de desechos
E,38.0,381.0,3812.0,Recolección de desechos peligrosos,"DistribuciÓn de agua; evacuaciÓn y tratamiento de aguas residuales, gestiÓn de desechos y actividades de saneamiento ambiental","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Recolección de desechos
E,38.0,382.0,3821.0,Tratamiento y disposición de desechos no peligrosos,"DistribuciÓn de agua; evacuaciÓn y tratamiento de aguas residuales, gestiÓn de desechos y actividades de saneamiento ambiental","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Tratamiento y disposición de desechos
E,38.0,382.0,3822.0,Tratamiento y disposición de desechos peligrosos,"DistribuciÓn de agua; evacuaciÓn y tratamiento de aguas residuales, gestiÓn de desechos y actividades de saneamiento ambiental","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Tratamiento y disposición de desechos
E,38.0,383.0,3830.0,Recuperación de materiales,"DistribuciÓn de agua; evacuaciÓn y tratamiento de aguas residuales, gestiÓn de desechos y actividades de saneamiento ambiental","Recolección, tratamiento y disposición de desechos, recuperación de materiales",Recuperación de materiales
E,39.0,390.0,3900.0,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,"DistribuciÓn de agua; evacuaciÓn y tratamiento de aguas residuales, gestiÓn de desechos y actividades de saneamiento ambiental",Actividades de saneamiento ambiental y otros servicios de gestión de desechos,Actividades de saneamiento ambiental y otros servicios de gestión de desechos
F,41.0,411.0,4111.0,Construcción de edificios residenciales,ConstrucciÓn,Construcción de edificios,Construcción de edificios
F,41.0,411.0,4112.0,Construcción de edificios no residenciales,ConstrucciÓn,Construcción de edificios,Construcción de edificios
F,42.0,421.0,4210.0,Construcción de carreteras y vías de ferrocarril,ConstrucciÓn,Obras de ingeniería civil,Construcción de carreteras y vías de ferrocarril
F,42.0,422.0,4220.0,Construcción de proyectos de servicio público,ConstrucciÓn,Obras de ingeniería civil,Construcción de proyectos de servicio público
F,42.0,429.0,4290.0,Construcción de otras obras de ingeniería civil,ConstrucciÓn,Obras de ingeniería civil,Construcción de otras obras de ingeniería civil
F,43.0,431.0,4311.0,Demolición,ConstrucciÓn,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Demolición y preparación del terreno
F,43.0,431.0,4312.0,Preparación del terreno,ConstrucciÓn,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Demolición y preparación del terreno
F,43.0,432.0,4321.0,Instalaciones eléctricas,ConstrucciÓn,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas"
F,43.0,432.0,4322.0,"Instalaciones de fontanería, calefacción y aire acondicionado",ConstrucciÓn,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas"
F,43.0,432.0,4329.0,Otras instalaciones especializadas,ConstrucciÓn,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas"
F,43.0,433.0,4330.0,Terminación y acabado de edificios y obras de ingeniería civil,ConstrucciÓn,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Terminación y acabado de edificios y obras de ingeniería civil
F,43.0,439.0,4390.0,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,ConstrucciÓn,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil
G,45.0,451.0,4511.0,Comercio de vehículos automotores nuevos,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Comercio de vehículos automotores
G,45.0,451.0,4512.0,Comercio de vehículos automotores usados,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Comercio de vehículos automotores
G,45.0,452.0,4520.0,Mantenimiento y reparación de vehículos automotores,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Mantenimiento y reparación de vehículos automotores
G,45.0,453.0,4530.0,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios","Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
G,45.0,454.0,4541.0,"Comercio de motocicletas y de sus partes, piezas y accesorios",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios","Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios"
G,45.0,454.0,4542.0,Mantenimiento y reparación de motocicletas y de sus partes y piezas,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios","Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios"
G,46.0,461.0,4610.0,Comercio al por mayor a cambio de una retribución o por contrata,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor a cambio de una retribución o por contrata
G,46.0,462.0,4620.0,Comercio al por mayor de materias primas agropecuarias; animales vivos,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de materias primas agropecuarias; animales vivos
G,46.0,463.0,4631.0,Comercio al por mayor de productos alimenticios,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas","Comercio al por mayor de alimentos, bebidas y tabaco"
G,46.0,463.0,4632.0,Comercio al por mayor de bebidas y tabaco,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas","Comercio al por mayor de alimentos, bebidas y tabaco"
G,46.0,464.0,4641.0,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir)
G,46.0,464.0,4642.0,Comercio al por mayor de prendas de vestir,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir)
G,46.0,464.0,4643.0,Comercio al por mayor de calzado,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir)
G,46.0,464.0,4644.0,Comercio al por mayor de aparatos y equipo de uso doméstico,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir)
G,46.0,464.0,4645.0,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir)
G,46.0,464.0,4649.0,Comercio al por mayor de otros utensilios domésticos n.c.p.,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir)
G,46.0,465.0,4651.0,"Comercio al por mayor de computadores, equipo periférico y programas de informática",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de maquinaria y equipo 
G,46.0,465.0,4652.0,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de maquinaria y equipo 
G,46.0,465.0,4653.0,Comercio al por mayor de maquinaria y equipo agropecuarios,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de maquinaria y equipo 
G,46.0,465.0,4659.0,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor de maquinaria y equipo 
G,46.0,466.0,4661.0,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos
G,46.0,466.0,4662.0,Comercio al por mayor de metales y productos metalíferos,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos
G,46.0,466.0,4663.0,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos
G,46.0,466.0,4664.0,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos
G,46.0,466.0,4665.0,"Comercio al por mayor de desperdicios, desechos y chatarra",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos
G,46.0,466.0,4669.0,Comercio al por mayor de otros productos n.c.p.,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor especializado de otros productos
G,46.0,469.0,4690.0,Comercio al por mayor no especializado,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio al por mayor no especializado
G,47.0,471.0,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en establecimientos no especializados
G,47.0,471.0,4719.0,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en establecimientos no especializados
G,47.0,472.0,4721.0,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados"
G,47.0,472.0,4722.0,"Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados"
G,47.0,472.0,4723.0,"Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados"
G,47.0,472.0,4724.0,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados"
G,47.0,472.0,4729.0,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados"
